Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Season
41,Male,Blouse,Clothing,95,Hawaii,Spring
37,Male,Sweater,Clothing,25,Alabama,Fall
25,Male,Boots,Footwear,77,Oklahoma,Fall
41,Male,Socks,Clothing,99,Alabama,Summer
48,Male,Belt,Accessories,24,Vermont,Winter
42,Male,Sneakers,Footwear,72,Ohio,Summer
54,Male,Jeans,Clothing,80,Wisconsin,Winter
18,Male,Skirt,Clothing,100,South Dakota,Winter
56,Male,Shoes,Footwear,83,Iowa,Summer
61,Male,Dress,Clothing,95,Maryland,Spring
40,Male,Handbag,Accessories,41,Colorado,Summer
34,Male,Backpack,Accessories,35,Wisconsin,Spring
42,Male,Jewelry,Accessories,30,Mississippi,Fall
43,Male,Hat,Accessories,21,Mississippi,Winter
47,Male,Jewelry,Accessories,85,California,Fall
48,Male,Shirt,Clothing,54,Delaware,Winter
20,Male,Boots,Footwear,26,Montana,Spring
65,Male,Shirt,Clothing,59,Indiana,Spring
54,Male,Sunglasses,Accessories,48,West Virginia,Winter
23,Male,Shorts,Clothing,98,Iowa,Summer
18,Male,Sweater,Clothing,92,Maine,Summer
70,Male,Belt,Accessories,46,Connecticut,Winter
55,Male,T-shirt,Clothing,21,Kansas,Spring
49,Male,Shorts,Clothing,72,Vermont,Fall
26,Male,Sandals,Footwear,58,Nebraska,Fall
33,Male,Shirt,Clothing,93,Nevada,Fall
20,Male,Socks,Clothing,31,Tennessee,Spring
41,Male,Pants,Clothing,26,Arkansas,Winter
18,Male,Skirt,Clothing,68,Wisconsin,Summer
26,Male,Jewelry,Accessories,31,Illinois,Summer
30,Male,T-shirt,Clothing,41,Kansas,Summer
64,Male,Jewelry,Accessories,62,New York,Fall
26,Male,Hat,Accessories,41,Colorado,Spring
43,Male,Blouse,Clothing,64,Wisconsin,Winter
63,Male,Sandals,Footwear,72,Michigan,Summer
57,Male,Handbag,Accessories,78,Hawaii,Winter
25,Male,Hat,Accessories,47,Virginia,Winter
68,Male,Scarf,Accessories,46,Ohio,Summer
31,Male,Shorts,Clothing,43,Missouri,Winter
64,Male,Backpack,Accessories,58,Indiana,Summer
38,Male,Sweater,Clothing,32,Florida,Winter
34,Male,Skirt,Clothing,45,Minnesota,Winter
32,Male,Sneakers,Footwear,35,Nevada,Summer
69,Male,Sunglasses,Accessories,21,Maine,Winter
45,Male,Dress,Clothing,64,Massachusetts,Winter
35,Male,Blouse,Clothing,88,North Dakota,Spring
63,Male,Shoes,Footwear,48,New Jersey,Summer
65,Male,Sweater,Clothing,36,Indiana,Summer
35,Male,Gloves,Accessories,28,Oregon,Summer
54,Male,Socks,Clothing,80,North Dakota,Spring
28,Male,Coat,Outerwear,23,South Carolina,Summer
68,Male,Sunglasses,Accessories,24,North Carolina,Summer
58,Male,Boots,Footwear,22,North Dakota,Fall
35,Male,Dress,Clothing,21,Massachusetts,Spring
68,Male,Jacket,Outerwear,51,Tennessee,Spring
41,Male,Gloves,Accessories,65,Missouri,Summer
65,Male,Scarf,Accessories,51,Tennessee,Spring
50,Male,Hoodie,Clothing,32,Colorado,Summer
18,Male,Coat,Outerwear,70,Mississippi,Spring
38,Male,Scarf,Accessories,77,Ohio,Summer
68,Male,Coat,Outerwear,90,North Carolina,Summer
53,Male,Scarf,Accessories,36,Ohio,Summer
58,Male,Handbag,Accessories,77,Nebraska,Summer
34,Male,Boots,Footwear,78,Hawaii,Summer
36,Male,Pants,Clothing,69,Oklahoma,Summer
58,Male,T-shirt,Clothing,63,Wisconsin,Summer
60,Male,Scarf,Accessories,36,Arkansas,Winter
59,Male,Coat,Outerwear,80,Texas,Winter
65,Male,Sweater,Clothing,35,New Mexico,Summer
31,Male,Belt,Accessories,93,Colorado,Winter
43,Male,Belt,Accessories,25,Indiana,Spring
37,Male,Sweater,Clothing,81,Arizona,Spring
21,Male,Blouse,Clothing,42,Indiana,Spring
69,Male,Skirt,Clothing,36,Indiana,Spring
32,Male,Jewelry,Accessories,66,Alaska,Spring
53,Male,Gloves,Accessories,37,Utah,Fall
59,Male,T-shirt,Clothing,45,Louisiana,Winter
64,Male,Gloves,Accessories,86,Iowa,Summer
63,Male,Sunglasses,Accessories,24,New Mexico,Winter
43,Male,Shirt,Clothing,22,Maine,Summer
19,Male,Handbag,Accessories,53,Minnesota,Spring
40,Male,Jacket,Outerwear,41,New Mexico,Fall
51,Male,Skirt,Clothing,64,Arkansas,Summer
51,Male,Handbag,Accessories,40,Oklahoma,Winter
66,Male,Blouse,Clothing,33,Utah,Summer
42,Male,T-shirt,Clothing,59,Wisconsin,Winter
22,Male,Pants,Clothing,73,Utah,Fall
31,Male,Hoodie,Clothing,22,Utah,Winter
18,Male,Boots,Footwear,73,South Carolina,Fall
21,Male,Blouse,Clothing,62,Hawaii,Fall
35,Male,Coat,Outerwear,56,Alaska,Winter
35,Male,Pants,Clothing,90,Colorado,Spring
27,Male,Sunglasses,Accessories,44,West Virginia,Winter
65,Male,Jeans,Clothing,35,Oregon,Summer
41,Male,Pants,Clothing,71,Ohio,Summer
60,Male,Dress,Clothing,52,Massachusetts,Fall
61,Male,Shoes,Footwear,37,Louisiana,Summer
24,Male,Sneakers,Footwear,95,Virginia,Winter
65,Male,Socks,Clothing,97,New York,Fall
23,Male,Coat,Outerwear,57,Arkansas,Spring
30,Male,Shirt,Clothing,93,New Mexico,Spring
33,Male,Blouse,Clothing,48,Minnesota,Winter
22,Male,Gloves,Accessories,75,Illinois,Fall
67,Male,Skirt,Clothing,70,Georgia,Winter
28,Male,Handbag,Accessories,26,Mississippi,Winter
32,Male,Shirt,Clothing,73,North Carolina,Winter
40,Male,Coat,Outerwear,30,Nevada,Summer
64,Male,Shoes,Footwear,61,Connecticut,Summer
56,Male,Handbag,Accessories,75,Utah,Winter
63,Male,Jacket,Outerwear,88,Tennessee,Fall
20,Male,Shirt,Clothing,67,Mississippi,Summer
54,Male,Hat,Accessories,95,Nebraska,Fall
31,Male,Sunglasses,Accessories,69,West Virginia,Spring
36,Male,Shirt,Clothing,87,South Carolina,Fall
25,Male,Belt,Accessories,41,Iowa,Winter
20,Male,Sweater,Clothing,67,North Dakota,Spring
62,Male,Hoodie,Clothing,70,West Virginia,Fall
69,Male,Handbag,Accessories,41,Mississippi,Winter
54,Male,Jeans,Clothing,83,Alabama,Summer
39,Male,Backpack,Accessories,22,California,Spring
56,Male,Sneakers,Footwear,20,Idaho,Summer
39,Male,Jewelry,Accessories,29,South Dakota,Summer
37,Male,Sunglasses,Accessories,87,North Dakota,Spring
25,Male,Shorts,Clothing,81,Nevada,Fall
35,Male,Boots,Footwear,58,Florida,Spring
45,Male,Skirt,Clothing,83,Indiana,Winter
19,Male,Pants,Clothing,59,Arkansas,Fall
21,Male,T-shirt,Clothing,93,North Carolina,Spring
65,Male,T-shirt,Clothing,87,Illinois,Fall
49,Male,Jacket,Outerwear,22,Missouri,Winter
30,Male,Jeans,Clothing,71,South Dakota,Summer
23,Male,Dress,Clothing,69,Idaho,Spring
69,Male,Blouse,Clothing,47,Connecticut,Winter
29,Male,Hoodie,Clothing,50,Hawaii,Summer
54,Male,T-shirt,Clothing,96,Maryland,Winter
45,Male,Sweater,Clothing,39,Maryland,Winter
25,Male,Shorts,Clothing,84,Massachusetts,Winter
34,Male,Jewelry,Accessories,28,Delaware,Spring
46,Male,T-shirt,Clothing,51,Massachusetts,Summer
70,Male,Scarf,Accessories,20,New York,Spring
42,Male,Shoes,Footwear,72,Delaware,Winter
45,Male,Sunglasses,Accessories,33,Massachusetts,Spring
57,Male,Coat,Outerwear,28,Indiana,Summer
49,Male,Blouse,Clothing,53,Virginia,Spring
23,Male,Jeans,Clothing,48,Wyoming,Fall
47,Male,Shorts,Clothing,21,Illinois,Winter
23,Male,Shirt,Clothing,22,Alabama,Fall
21,Male,Backpack,Accessories,87,Idaho,Fall
45,Male,Belt,Accessories,50,Rhode Island,Winter
67,Male,Blouse,Clothing,85,New York,Summer
31,Male,Jeans,Clothing,98,Missouri,Spring
58,Male,Dress,Clothing,34,Texas,Winter
57,Male,Shorts,Clothing,61,Tennessee,Summer
42,Male,Jewelry,Accessories,98,Ohio,Summer
60,Male,Handbag,Accessories,61,Tennessee,Spring
21,Male,Jewelry,Accessories,98,Minnesota,Winter
69,Male,Pants,Clothing,21,Wisconsin,Fall
41,Male,Pants,Clothing,51,Delaware,Winter
51,Male,Sandals,Footwear,80,Kansas,Spring
23,Male,Skirt,Clothing,72,Missouri,Winter
57,Male,Sunglasses,Accessories,63,Michigan,Winter
40,Male,Skirt,Clothing,27,West Virginia,Winter
65,Male,Handbag,Accessories,44,Alabama,Summer
61,Male,Coat,Outerwear,23,New Hampshire,Winter
34,Male,Skirt,Clothing,93,Montana,Winter
43,Male,Hoodie,Clothing,70,Wyoming,Fall
31,Male,Sunglasses,Accessories,85,Missouri,Fall
57,Male,Sweater,Clothing,40,Ohio,Winter
34,Male,Boots,Footwear,29,South Dakota,Winter
25,Male,Skirt,Clothing,27,Colorado,Fall
66,Male,Dress,Clothing,93,Massachusetts,Fall
56,Male,Belt,Accessories,20,Delaware,Spring
49,Male,Jewelry,Accessories,55,New Hampshire,Fall
19,Male,Dress,Clothing,94,Michigan,Fall
27,Male,Hat,Accessories,56,Pennsylvania,Winter
68,Male,Sweater,Clothing,58,Louisiana,Spring
20,Male,Skirt,Clothing,44,Minnesota,Spring
21,Male,Hoodie,Clothing,95,Hawaii,Fall
36,Male,Sandals,Footwear,42,Idaho,Summer
37,Male,Jewelry,Accessories,93,Vermont,Winter
61,Male,Dress,Clothing,56,Delaware,Summer
68,Male,Hoodie,Clothing,88,New Mexico,Spring
60,Male,Sweater,Clothing,54,Alaska,Winter
69,Male,Jewelry,Accessories,89,Minnesota,Fall
25,Male,Sandals,Footwear,45,Nebraska,Summer
32,Male,Socks,Clothing,75,Alaska,Winter
53,Male,Backpack,Accessories,22,Michigan,Fall
46,Male,Shirt,Clothing,82,Indiana,Fall
58,Male,Shoes,Footwear,34,Hawaii,Summer
21,Male,Coat,Outerwear,92,West Virginia,Summer
46,Male,Sweater,Clothing,78,New York,Spring
18,Male,Jacket,Outerwear,47,Iowa,Spring
56,Male,Jacket,Outerwear,64,Arizona,Summer
18,Male,Sneakers,Footwear,44,Minnesota,Winter
49,Male,Belt,Accessories,94,Texas,Winter
29,Male,Scarf,Accessories,62,Virginia,Winter
67,Male,Jewelry,Accessories,81,North Dakota,Summer
31,Male,T-shirt,Clothing,33,Iowa,Fall
52,Male,Pants,Clothing,88,Utah,Fall
42,Male,Handbag,Accessories,49,Ohio,Winter
32,Male,Backpack,Accessories,31,Louisiana,Summer
47,Male,Gloves,Accessories,29,Iowa,Fall
45,Male,Jacket,Outerwear,34,Maryland,Spring
20,Male,Sweater,Clothing,38,Montana,Fall
66,Male,Blouse,Clothing,41,Illinois,Summer
52,Male,Blouse,Clothing,34,Arizona,Spring
50,Male,Gloves,Accessories,26,North Carolina,Summer
62,Male,Jeans,Clothing,98,Montana,Winter
38,Male,Sneakers,Footwear,59,Iowa,Fall
65,Male,Hat,Accessories,92,Iowa,Fall
60,Male,Backpack,Accessories,40,Ohio,Spring
68,Male,Jeans,Clothing,20,Wisconsin,Fall
62,Male,Skirt,Clothing,35,South Carolina,Spring
62,Male,Belt,Accessories,35,Oregon,Spring
40,Male,Dress,Clothing,82,North Dakota,Winter
32,Male,Hoodie,Clothing,48,California,Fall
22,Male,Coat,Outerwear,58,Mississippi,Winter
33,Male,Sweater,Clothing,57,New Jersey,Spring
57,Male,Shorts,Clothing,96,Rhode Island,Winter
60,Male,Sneakers,Footwear,97,New Hampshire,Summer
30,Male,Sweater,Clothing,42,Louisiana,Winter
41,Male,T-shirt,Clothing,62,Arizona,Spring
58,Male,Handbag,Accessories,67,Rhode Island,Fall
34,Male,Sneakers,Footwear,46,Vermont,Summer
67,Male,Jacket,Outerwear,71,Tennessee,Spring
58,Male,Backpack,Accessories,99,Alaska,Fall
41,Male,Jeans,Clothing,28,Maryland,Fall
42,Male,Belt,Accessories,77,Wisconsin,Summer
50,Male,Boots,Footwear,63,Nevada,Summer
40,Male,Shorts,Clothing,62,Illinois,Spring
32,Male,Jeans,Clothing,92,Montana,Summer
51,Male,Shoes,Footwear,72,New Mexico,Winter
26,Male,Hat,Accessories,79,Virginia,Summer
32,Male,T-shirt,Clothing,27,Delaware,Summer
58,Male,Sunglasses,Accessories,39,North Carolina,Fall
51,Male,Socks,Clothing,86,Nevada,Spring
19,Male,Shirt,Clothing,94,Washington,Fall
57,Male,Shorts,Clothing,53,Maine,Spring
66,Male,Shirt,Clothing,85,Connecticut,Summer
62,Male,Socks,Clothing,50,Louisiana,Fall
58,Male,Pants,Clothing,47,Illinois,Winter
23,Male,Boots,Footwear,75,South Dakota,Winter
45,Male,T-shirt,Clothing,60,Indiana,Winter
20,Male,T-shirt,Clothing,36,Vermont,Spring
33,Male,Coat,Outerwear,80,New Hampshire,Spring
30,Male,Hat,Accessories,96,Oregon,Spring
50,Male,Sunglasses,Accessories,80,Kansas,Winter
62,Male,Blouse,Clothing,71,Maine,Summer
69,Male,Jewelry,Accessories,29,Louisiana,Fall
34,Male,Jewelry,Accessories,53,Louisiana,Spring
49,Male,Skirt,Clothing,35,Indiana,Summer
65,Male,Scarf,Accessories,75,Kentucky,Fall
66,Male,Pants,Clothing,52,South Carolina,Fall
41,Male,Hat,Accessories,77,Montana,Winter
37,Male,Gloves,Accessories,24,Vermont,Fall
32,Male,Shirt,Clothing,78,Mississippi,Winter
42,Male,Sandals,Footwear,98,Wyoming,Winter
31,Male,Socks,Clothing,57,Vermont,Winter
61,Male,Handbag,Accessories,78,Alabama,Summer
36,Male,Jacket,Outerwear,76,Kentucky,Fall
60,Male,Shorts,Clothing,26,South Dakota,Spring
51,Male,Sandals,Footwear,78,Delaware,Winter
68,Male,Scarf,Accessories,53,Wisconsin,Summer
46,Male,Sandals,Footwear,100,Arizona,Summer
19,Male,Jeans,Clothing,73,Maine,Winter
30,Male,Skirt,Clothing,40,New Mexico,Winter
51,Male,Gloves,Accessories,76,Wyoming,Winter
28,Male,Skirt,Clothing,80,Delaware,Fall
41,Male,Sweater,Clothing,80,Pennsylvania,Winter
29,Male,Blouse,Clothing,67,North Dakota,Spring
25,Male,Sweater,Clothing,61,Kentucky,Spring
60,Male,Shirt,Clothing,76,Rhode Island,Spring
63,Male,Jewelry,Accessories,55,Arizona,Summer
51,Male,T-shirt,Clothing,85,Colorado,Summer
22,Male,Scarf,Accessories,69,Maine,Spring
54,Male,Belt,Accessories,26,New Jersey,Summer
18,Male,T-shirt,Clothing,64,Kansas,Summer
29,Male,Sneakers,Footwear,60,South Dakota,Fall
59,Male,Gloves,Accessories,36,New Hampshire,Winter
25,Male,Sandals,Footwear,21,Connecticut,Spring
19,Male,Backpack,Accessories,72,Wyoming,Fall
56,Male,Pants,Clothing,62,Missouri,Summer
31,Male,T-shirt,Clothing,44,Alaska,Winter
45,Male,Skirt,Clothing,52,Delaware,Fall
23,Male,Gloves,Accessories,58,Indiana,Spring
18,Male,Blouse,Clothing,77,West Virginia,Spring
43,Male,Blouse,Clothing,99,Wyoming,Spring
56,Male,Jeans,Clothing,96,Illinois,Fall
43,Male,T-shirt,Clothing,64,Alaska,Summer
64,Male,Sweater,Clothing,44,Wisconsin,Fall
67,Male,Pants,Clothing,33,Indiana,Fall
63,Male,Boots,Footwear,71,Tennessee,Winter
54,Male,Skirt,Clothing,36,Illinois,Fall
69,Male,Gloves,Accessories,62,Pennsylvania,Fall
34,Male,Socks,Clothing,29,Oklahoma,Summer
56,Male,T-shirt,Clothing,33,Tennessee,Spring
34,Male,Blouse,Clothing,33,New Jersey,Fall
58,Male,Blouse,Clothing,41,New Jersey,Winter
44,Male,Scarf,Accessories,54,Tennessee,Winter
25,Male,Backpack,Accessories,58,Georgia,Spring
27,Male,Shorts,Clothing,30,Arizona,Summer
26,Male,Jewelry,Accessories,53,Nevada,Winter
18,Male,Gloves,Accessories,91,Arkansas,Spring
64,Male,Hoodie,Clothing,44,North Dakota,Fall
62,Male,Hoodie,Clothing,89,South Dakota,Winter
59,Male,Skirt,Clothing,57,North Carolina,Spring
36,Male,Sunglasses,Accessories,57,Hawaii,Spring
69,Male,Jewelry,Accessories,74,New Hampshire,Summer
39,Male,Jacket,Outerwear,30,California,Fall
28,Male,Dress,Clothing,20,Delaware,Summer
42,Male,Hoodie,Clothing,90,Arizona,Fall
31,Male,Jeans,Clothing,61,Washington,Fall
57,Male,Sandals,Footwear,51,Nevada,Fall
53,Male,Sunglasses,Accessories,97,Alaska,Winter
59,Male,Pants,Clothing,97,Texas,Fall
32,Male,Shorts,Clothing,40,New York,Winter
65,Male,Jewelry,Accessories,85,Iowa,Summer
56,Male,Socks,Clothing,76,Arizona,Winter
31,Male,Sandals,Footwear,22,New Mexico,Spring
59,Male,Pants,Clothing,63,North Carolina,Summer
22,Male,T-shirt,Clothing,71,Nevada,Spring
47,Male,Boots,Footwear,35,Idaho,Summer
23,Male,Backpack,Accessories,30,Vermont,Spring
69,Male,Skirt,Clothing,74,New Mexico,Fall
18,Male,Scarf,Accessories,71,Georgia,Winter
50,Male,Sweater,Clothing,84,Kentucky,Spring
29,Male,Sandals,Footwear,38,New York,Fall
65,Male,Jewelry,Accessories,81,Arizona,Spring
29,Male,Sweater,Clothing,56,Colorado,Winter
49,Male,Skirt,Clothing,48,Kentucky,Winter
28,Male,Shorts,Clothing,97,Alaska,Fall
51,Male,Backpack,Accessories,74,Alabama,Fall
26,Male,Hoodie,Clothing,50,Connecticut,Winter
38,Male,Skirt,Clothing,71,Hawaii,Winter
35,Male,Skirt,Clothing,33,Idaho,Summer
34,Male,Backpack,Accessories,56,Virginia,Summer
51,Male,Blouse,Clothing,84,Connecticut,Spring
47,Male,Shirt,Clothing,36,Michigan,Fall
18,Male,Gloves,Accessories,63,Kentucky,Summer
64,Male,Sandals,Footwear,36,Nebraska,Summer
30,Male,Jacket,Outerwear,63,Michigan,Fall
59,Male,Sneakers,Footwear,32,Utah,Winter
66,Male,Backpack,Accessories,93,New Mexico,Spring
40,Male,Pants,Clothing,29,Florida,Summer
25,Male,Sunglasses,Accessories,92,Mississippi,Summer
59,Male,Jeans,Clothing,33,Hawaii,Fall
66,Male,Pants,Clothing,52,North Carolina,Spring
54,Male,Jewelry,Accessories,42,Illinois,Spring
42,Male,Hoodie,Clothing,36,Maryland,Spring
48,Male,Sandals,Footwear,67,Montana,Summer
34,Male,Jacket,Outerwear,43,Michigan,Winter
19,Male,Blouse,Clothing,68,North Carolina,Spring
70,Male,Jewelry,Accessories,60,Minnesota,Summer
43,Male,Socks,Clothing,53,Delaware,Summer
46,Male,Jeans,Clothing,23,Kentucky,Spring
66,Male,Gloves,Accessories,57,Ohio,Winter
50,Male,Hat,Accessories,89,Alaska,Fall
55,Male,Shoes,Footwear,99,Vermont,Winter
63,Male,Pants,Clothing,28,Alabama,Fall
32,Male,Socks,Clothing,53,Wisconsin,Summer
30,Male,Hoodie,Clothing,45,Arkansas,Winter
35,Male,Hoodie,Clothing,38,Georgia,Winter
59,Male,Pants,Clothing,49,Louisiana,Summer
59,Male,Shirt,Clothing,32,New York,Summer
54,Male,T-shirt,Clothing,37,Connecticut,Winter
63,Male,Dress,Clothing,80,Nebraska,Winter
43,Male,Backpack,Accessories,78,Arkansas,Summer
33,Male,Gloves,Accessories,53,Connecticut,Summer
57,Male,Shoes,Footwear,82,Maryland,Summer
25,Male,Skirt,Clothing,33,Colorado,Spring
26,Male,Gloves,Accessories,77,Colorado,Winter
50,Male,Hoodie,Clothing,56,Maine,Winter
70,Male,Socks,Clothing,37,Oklahoma,Winter
68,Male,Gloves,Accessories,54,South Carolina,Spring
39,Male,Shorts,Clothing,67,Nevada,Winter
46,Male,Shoes,Footwear,90,Colorado,Fall
57,Male,Jeans,Clothing,72,Massachusetts,Summer
47,Male,Boots,Footwear,59,Nevada,Summer
40,Male,Hat,Accessories,45,Iowa,Fall
52,Male,Shorts,Clothing,30,Michigan,Spring
40,Male,Pants,Clothing,51,West Virginia,Summer
67,Male,Sweater,Clothing,90,Indiana,Fall
67,Male,Jacket,Outerwear,95,Indiana,Winter
37,Male,Dress,Clothing,81,Georgia,Fall
67,Male,Shirt,Clothing,70,Minnesota,Spring
64,Male,Dress,Clothing,32,Louisiana,Winter
28,Male,Belt,Accessories,94,Maryland,Spring
54,Male,Hat,Accessories,29,Pennsylvania,Spring
54,Male,Backpack,Accessories,31,Louisiana,Summer
24,Male,Skirt,Clothing,20,Maryland,Fall
27,Male,Gloves,Accessories,44,Tennessee,Winter
53,Male,Jacket,Outerwear,77,Illinois,Fall
32,Male,Handbag,Accessories,51,Wyoming,Spring
24,Male,Sandals,Footwear,49,Florida,Summer
45,Male,Sunglasses,Accessories,78,Massachusetts,Spring
49,Male,Jeans,Clothing,98,Tennessee,Spring
51,Male,Sandals,Footwear,94,Iowa,Winter
69,Male,Shoes,Footwear,91,Michigan,Summer
41,Male,Sunglasses,Accessories,77,Kansas,Summer
59,Male,Scarf,Accessories,97,Georgia,Summer
26,Male,Skirt,Clothing,58,West Virginia,Summer
23,Male,Gloves,Accessories,97,Tennessee,Spring
62,Male,Coat,Outerwear,48,Arkansas,Summer
69,Male,Belt,Accessories,23,Vermont,Summer
46,Male,Pants,Clothing,79,Virginia,Winter
35,Male,Jewelry,Accessories,42,Maryland,Spring
32,Male,Backpack,Accessories,95,Connecticut,Spring
46,Male,Sneakers,Footwear,29,Missouri,Summer
33,Male,Hoodie,Clothing,98,New Jersey,Winter
32,Male,Blouse,Clothing,96,Arkansas,Spring
33,Male,Sunglasses,Accessories,66,Nevada,Fall
67,Male,Boots,Footwear,80,Missouri,Spring
67,Male,Sneakers,Footwear,27,South Dakota,Summer
42,Male,Backpack,Accessories,25,Connecticut,Fall
20,Male,Pants,Clothing,45,Vermont,Fall
39,Male,Socks,Clothing,89,Tennessee,Winter
26,Male,Belt,Accessories,27,California,Winter
51,Male,Sunglasses,Accessories,90,Wyoming,Winter
31,Male,Shirt,Clothing,65,New York,Summer
68,Male,Sneakers,Footwear,72,Maine,Spring
44,Male,Shoes,Footwear,70,Georgia,Fall
18,Male,Sandals,Footwear,82,Tennessee,Winter
58,Male,Scarf,Accessories,97,New Mexico,Fall
26,Male,Shirt,Clothing,25,Virginia,Summer
57,Male,Skirt,Clothing,48,Florida,Spring
37,Male,Boots,Footwear,99,Alabama,Summer
24,Male,Sweater,Clothing,21,Texas,Summer
57,Male,Sandals,Footwear,94,West Virginia,Spring
48,Male,Jeans,Clothing,53,Nevada,Fall
39,Male,Backpack,Accessories,70,Virginia,Winter
51,Male,Skirt,Clothing,26,Wisconsin,Summer
57,Male,Belt,Accessories,82,Virginia,Summer
53,Male,Shoes,Footwear,47,Maine,Winter
70,Male,Socks,Clothing,32,Massachusetts,Winter
60,Male,Backpack,Accessories,97,Arkansas,Fall
31,Male,Shirt,Clothing,68,Idaho,Winter
41,Male,Sweater,Clothing,23,Pennsylvania,Winter
62,Male,Handbag,Accessories,33,Maine,Winter
59,Male,Jewelry,Accessories,38,Alabama,Winter
46,Male,Socks,Clothing,68,Idaho,Winter
62,Male,Socks,Clothing,23,Arkansas,Fall
42,Male,Shirt,Clothing,29,Delaware,Summer
37,Male,Scarf,Accessories,35,Maine,Winter
50,Male,Shoes,Footwear,73,Nebraska,Fall
29,Male,Shoes,Footwear,84,Ohio,Fall
25,Male,Scarf,Accessories,23,Montana,Spring
66,Male,Sunglasses,Accessories,67,New Mexico,Summer
21,Male,Socks,Clothing,51,North Carolina,Spring
46,Male,Blouse,Clothing,36,South Carolina,Winter
57,Male,Jeans,Clothing,55,Illinois,Summer
61,Male,Shorts,Clothing,30,Alabama,Spring
53,Male,T-shirt,Clothing,70,Oklahoma,Summer
37,Male,Blouse,Clothing,63,Minnesota,Winter
39,Male,Belt,Accessories,87,Illinois,Summer
53,Male,Blouse,Clothing,70,Arkansas,Spring
35,Male,T-shirt,Clothing,51,Minnesota,Spring
69,Male,Jewelry,Accessories,25,South Carolina,Spring
66,Male,Jacket,Outerwear,32,New York,Winter
19,Male,Shoes,Footwear,52,Alabama,Spring
47,Male,Gloves,Accessories,33,New York,Summer
49,Male,Jeans,Clothing,68,Missouri,Spring
31,Male,Jewelry,Accessories,20,Georgia,Fall
39,Male,Pants,Clothing,32,Oklahoma,Winter
58,Male,Jewelry,Accessories,82,Connecticut,Summer
45,Male,Sneakers,Footwear,64,Michigan,Winter
68,Male,Boots,Footwear,24,Rhode Island,Fall
35,Male,Hat,Accessories,96,Mississippi,Summer
65,Male,T-shirt,Clothing,94,Massachusetts,Spring
45,Male,Backpack,Accessories,48,New Hampshire,Winter
19,Male,Sunglasses,Accessories,60,Wyoming,Spring
65,Male,Sweater,Clothing,56,New Jersey,Spring
28,Male,Handbag,Accessories,33,Texas,Fall
55,Male,Backpack,Accessories,46,Minnesota,Spring
66,Male,Socks,Clothing,37,South Dakota,Spring
29,Male,Shirt,Clothing,98,Washington,Winter
56,Male,Shorts,Clothing,50,California,Spring
21,Male,Belt,Accessories,63,Wisconsin,Fall
32,Male,Sweater,Clothing,70,Michigan,Summer
54,Male,Coat,Outerwear,63,South Carolina,Fall
61,Male,Shorts,Clothing,86,Indiana,Fall
31,Male,Shoes,Footwear,99,Arkansas,Summer
27,Male,Sneakers,Footwear,40,Oregon,Spring
64,Male,Sneakers,Footwear,92,Illinois,Fall
60,Male,Pants,Clothing,21,Maryland,Fall
70,Male,Jewelry,Accessories,81,Vermont,Summer
36,Male,T-shirt,Clothing,82,Texas,Fall
56,Male,Jewelry,Accessories,88,Nebraska,Spring
69,Male,Jacket,Outerwear,100,South Carolina,Fall
39,Male,Backpack,Accessories,66,Massachusetts,Winter
38,Male,Belt,Accessories,25,Texas,Winter
36,Male,Scarf,Accessories,53,Florida,Summer
46,Male,Sweater,Clothing,28,South Carolina,Fall
59,Male,Gloves,Accessories,23,Florida,Fall
64,Male,Scarf,Accessories,34,Nebraska,Fall
49,Male,Dress,Clothing,42,Hawaii,Spring
32,Male,Jeans,Clothing,24,Montana,Summer
29,Male,Sunglasses,Accessories,47,South Dakota,Fall
24,Male,Coat,Outerwear,78,Alabama,Spring
41,Male,Jeans,Clothing,89,Arkansas,Summer
41,Male,Scarf,Accessories,59,Mississippi,Fall
32,Male,Blouse,Clothing,94,Vermont,Summer
69,Male,Jeans,Clothing,49,New York,Fall
65,Male,Dress,Clothing,89,North Dakota,Summer
54,Male,Hat,Accessories,91,Wisconsin,Summer
39,Male,Sandals,Footwear,89,California,Spring
37,Male,Jacket,Outerwear,57,Maryland,Spring
51,Male,Socks,Clothing,71,Massachusetts,Winter
26,Male,Jeans,Clothing,97,Washington,Fall
42,Male,Sandals,Footwear,45,Minnesota,Fall
21,Male,Dress,Clothing,91,Washington,Spring
53,Male,Socks,Clothing,25,South Carolina,Spring
36,Male,Hoodie,Clothing,63,New Mexico,Fall
21,Male,Dress,Clothing,52,North Carolina,Summer
33,Male,Sneakers,Footwear,43,Iowa,Winter
49,Male,T-shirt,Clothing,28,Louisiana,Summer
31,Male,T-shirt,Clothing,78,Oklahoma,Summer
68,Male,Sweater,Clothing,31,Michigan,Spring
49,Male,Shirt,Clothing,23,Oregon,Winter
23,Male,Hat,Accessories,25,Idaho,Spring
30,Male,Pants,Clothing,86,Indiana,Summer
53,Male,Shoes,Footwear,88,New Mexico,Spring
65,Male,Gloves,Accessories,35,South Carolina,Spring
60,Male,Jewelry,Accessories,34,Vermont,Fall
46,Male,Pants,Clothing,75,Delaware,Winter
54,Male,Hoodie,Clothing,46,North Dakota,Winter
59,Male,Jewelry,Accessories,31,California,Fall
52,Male,Socks,Clothing,93,Montana,Spring
